customer_id,total_orders,total_revenue,avg_order_value,last_order_date
CUST00325,13,631941.26,48610.87,2025-10-30
CUST04668,16,631836.58,39489.79,2025-11-12
CUST01510,6,631692.79,105282.13,2025-12-08
CUST08869,6,631337.98,105223.0,2025-05-07
CUST12411,8,630920.3,78865.04,2025-08-29
CUST07567,21,630907.66,30043.22,2025-12-30
CUST03463,11,630656.27,57332.39,2025-10-07
CUST02403,4,630362.41,157590.6,2025-10-14
CUST14535,7,629813.56,89973.37,2025-08-07
CUST03346,9,629683.22,69964.8,2025-08-25
CUST02474,8,629068.97,78633.62,2025-10-10
CUST13723,2,628934.88,314467.44,2025-04-02
CUST12794,17,628784.8,36987.34,2025-09-27
CUST11526,7,628539.13,89791.3,2025-10-14
CUST03609,12,628489.67,52374.14,2025-11-24
CUST11661,14,628411.56,44886.54,2025-09-16
CUST01979,11,627708.77,57064.43,2025-12-08
CUST12154,7,627683.09,89669.01,2025-10-19
CUST14783,15,627665.12,41844.34,2025-12-08
CUST14957,13,627645.78,48280.44,2025-12-26
CUST01329,8,627415.67,78426.96,2025-08-15
CUST13587,17,627385.61,36905.04,2025-12-23
CUST02347,8,627353.52,78419.19,2025-03-28
CUST13320,7,627113.3,89587.61,2025-08-30
CUST03250,7,626836.24,89548.03,2025-07-19
CUST08496,22,626816.28,28491.65,2025-12-31
CUST14644,7,626660.47,89522.92,2025-06-30
CUST08250,9,626605.75,69622.86,2025-12-29
CUST02723,7,626594.39,89513.48,2025-08-20
CUST12114,14,626555.43,44753.96,2025-11-24
CUST01356,13,626202.59,48169.43,2025-11-14
CUST11117,20,625735.83,31286.79,2025-11-15
CUST06206,21,624936.12,29758.86,2025-11-06
CUST10248,12,624621.78,52051.82,2025-12-03
CUST09973,15,624533.2,41635.55,2025-10-20
CUST00365,22,624123.06,28369.23,2025-09-26
CUST02631,4,624081.06,156020.26,2025-11-24
CUST10925,9,624012.76,69334.75,2025-12-08
CUST09406,4,623703.56,155925.89,2025-12-03
CUST00278,5,623539.57,124707.91,2025-05-10
CUST06533,10,623245.92,62324.59,2025-07-27
CUST08988,22,623239.17,28329.05,2025-12-15
CUST06289,24,622930.02,25955.42,2025-10-24
CUST08551,18,622881.58,34604.53,2025-11-12
CUST13403,7,622433.44,88919.06,2025-07-26
CUST01612,6,622122.15,103687.03,2025-11-12
CUST10573,3,621755.83,207251.94,2025-12-17
CUST13436,21,621546.76,29597.46,2025-12-09
CUST06998,18,621526.13,34529.23,2025-10-28
CUST08345,31,621342.83,20043.32,2025-12-10
CUST14297,8,621340.62,77667.58,2025-10-06
CUST12561,11,621310.74,56482.79,2025-10-09
CUST09957,8,621024.26,77628.03,2025-11-26
CUST13446,17,620967.98,36527.53,2025-12-09
CUST10284,9,620845.15,68982.79,2025-11-23
CUST01976,18,620681.26,34482.29,2025-12-30
CUST01166,11,620398.18,56399.83,2025-12-25
CUST07467,18,620188.77,34454.93,2025-10-05
CUST12049,13,619974.73,47690.36,2025-11-29
CUST07722,23,619555.82,26937.21,2025-12-02
CUST06835,11,619314.87,56301.35,2025-11-20
CUST10361,17,619100.95,36417.7,2025-10-28
CUST13722,8,618410.41,77301.3,2025-09-22
CUST00949,16,618408.31,38650.52,2025-12-10
CUST05065,10,618401.05,61840.11,2025-07-26
CUST06432,18,617811.03,34322.84,2025-12-20
CUST07003,10,617783.96,61778.4,2025-12-29
CUST06022,10,617127.62,61712.76,2025-10-10
CUST13024,8,616480.01,77060.0,2025-08-11
CUST03741,10,616407.38,61640.74,2025-08-19
CUST05761,8,616401.07,77050.13,2025-12-07
CUST09305,5,616349.85,123269.97,2025-12-09
CUST03473,8,616149.75,77018.72,2025-10-18
CUST09715,8,615950.1,76993.76,2025-11-26
CUST12909,8,615504.23,76938.03,2025-11-22
CUST03020,11,615389.55,55944.5,2025-12-20
CUST09099,16,615369.21,38460.58,2025-12-12
CUST12723,15,615174.29,41011.62,2025-12-19
CUST06702,10,614152.12,61415.21,2025-12-17
CUST09071,11,613974.56,55815.87,2025-12-06
CUST08319,12,613879.03,51156.59,2025-11-20
CUST08630,4,613731.58,153432.9,2025-12-07
CUST09944,10,613533.35,61353.34,2025-09-16
CUST07200,19,612917.11,32258.8,2025-12-17
CUST06431,12,612904.65,51075.39,2025-10-04
CUST11012,10,612524.93,61252.49,2025-12-08
CUST14495,7,612433.14,87490.45,2025-06-28
CUST14087,5,612211.52,122442.3,2025-10-22
CUST07100,11,611758.7,55614.43,2025-12-29
CUST05960,9,611750.02,67972.22,2025-11-01
CUST09368,13,611320.98,47024.69,2025-12-29
CUST02556,18,611152.79,33952.93,2025-12-27
CUST00689,7,610704.28,87243.47,2025-12-01
CUST06737,18,610653.48,33925.19,2025-12-17
CUST14729,14,610162.67,43583.05,2025-12-06
CUST13330,21,609889.31,29042.35,2025-12-21
CUST03712,8,609833.81,76229.23,2025-11-06
CUST10647,12,609352.89,50779.41,2025-11-22
CUST12236,26,609324.38,23435.55,2025-12-14
CUST05369,13,609312.79,46870.21,2025-10-17
CUST13612,12,609275.69,50772.97,2025-03-24
CUST02263,14,609133.59,43509.54,2025-11-18
CUST12857,9,608816.72,67646.3,2025-11-30
CUST09510,2,608673.3,304336.65,2025-04-28
CUST14664,7,608226.13,86889.45,2025-10-16
CUST10567,11,608125.83,55284.17,2025-11-06
CUST02174,13,607974.9,46767.3,2025-12-25
CUST14765,14,607830.63,43416.47,2025-10-08
CUST07097,16,607509.99,37969.37,2025-12-26
CUST09403,5,607144.21,121428.84,2025-01-15
CUST02013,12,606908.36,50575.7,2025-11-08
CUST11224,19,606374.55,31914.45,2025-10-22
CUST13805,13,606003.14,46615.63,2025-12-24
CUST02882,12,604830.98,50402.58,2025-10-21
CUST01839,17,604767.56,35574.56,2025-11-13
CUST05709,12,604148.61,50345.72,2025-12-29
CUST07309,6,603973.98,100662.33,2025-03-14
CUST02219,10,603599.66,60359.97,2025-10-08
CUST03038,21,603551.1,28740.53,2025-11-11
CUST08629,2,603379.93,301689.96,2025-09-05
CUST06147,3,602873.8,200957.93,2025-12-24
CUST05574,7,602850.68,86121.53,2025-12-03
CUST09775,8,602822.52,75352.82,2025-11-02
CUST02428,27,602673.42,22321.24,2025-12-27
CUST07958,11,602532.03,54775.64,2025-12-10
CUST13570,11,602293.72,54753.97,2025-07-24
CUST09829,12,602284.74,50190.4,2025-11-27
CUST03416,7,602140.81,86020.12,2025-10-28
CUST11438,14,601883.3,42991.66,2025-12-25
CUST07186,15,601731.44,40115.43,2025-11-24
CUST01186,20,601004.66,30050.23,2025-12-18
CUST01917,11,600600.55,54600.05,2025-09-27
CUST05567,8,600550.06,75068.76,2025-11-04
CUST12382,5,600337.49,120067.5,2025-08-23
CUST06824,24,600287.55,25011.98,2025-11-16
CUST12605,13,599285.98,46098.92,2025-12-11
CUST06701,5,599254.8,119850.96,2025-12-30
CUST09899,13,598479.19,46036.86,2025-11-26
CUST06016,5,598380.43,119676.09,2025-07-14
CUST05244,11,598257.82,54387.07,2025-12-27
CUST14033,17,598150.4,35185.32,2025-07-29
CUST02499,22,597888.15,27176.73,2025-11-18
CUST13950,17,597705.14,35159.13,2025-12-28
CUST00708,9,597487.66,66387.52,2025-12-04
CUST11665,9,597159.83,66351.09,2025-08-09
CUST06574,15,596995.8,39799.72,2025-10-18
CUST03274,5,596771.56,119354.31,2025-07-11
CUST12482,14,596074.37,42576.74,2025-11-05
CUST14371,11,595964.21,54178.56,2025-11-11
CUST06262,9,595825.46,66202.83,2025-12-21
CUST03179,8,595526.55,74440.82,2025-09-30
CUST04788,14,595038.69,42502.76,2025-08-19
CUST10142,5,595012.54,119002.51,2025-06-13
CUST07193,5,594783.59,118956.72,2025-12-31
CUST05185,9,594660.93,66073.44,2025-01-02
CUST12225,10,594565.25,59456.53,2025-12-15
CUST10637,8,594536.5,74317.06,2025-05-05
CUST02453,7,594318.46,84902.64,2025-10-13
CUST12630,7,594062.04,84866.01,2025-04-04
CUST11043,13,594029.59,45694.58,2025-10-15
CUST11150,14,593864.45,42418.89,2025-11-19
CUST08704,4,593409.91,148352.48,2025-07-24
CUST09727,13,592525.98,45578.92,2025-10-20
CUST03570,14,592479.93,42320.0,2025-12-30
CUST14421,17,591890.07,34817.06,2025-12-12
CUST00898,16,591639.53,36977.47,2025-12-17
CUST13478,5,591624.93,118324.99,2025-10-29
CUST10994,5,591619.97,118323.99,2025-11-03
CUST06184,30,591036.23,19701.21,2025-12-20
CUST04528,19,590764.35,31092.86,2025-12-31
CUST03392,14,590500.74,42178.62,2025-12-13
CUST03092,20,590458.86,29522.94,2025-09-23
CUST07241,14,590303.84,42164.56,2025-12-27
CUST11864,16,590301.28,36893.83,2025-11-26
CUST13204,8,590163.47,73770.43,2025-09-28
CUST04996,11,589693.81,53608.53,2025-11-30
CUST11180,6,589651.91,98275.32,2025-10-17
CUST07900,16,589619.79,36851.24,2025-11-09
CUST05676,3,589454.7,196484.9,2024-10-16
CUST00438,7,589356.92,84193.85,2025-10-09
CUST03747,11,589053.76,53550.34,2025-10-21
CUST06697,7,589015.53,84145.08,2025-08-27
CUST00891,12,588586.03,49048.84,2025-10-21
CUST13608,5,588378.95,117675.79,2025-11-23
CUST13011,7,588223.6,84031.94,2025-12-04
CUST02628,8,587981.13,73497.64,2025-08-29
CUST05813,11,587713.67,53428.52,2025-12-12
CUST00257,17,587504.39,34559.08,2025-12-29
CUST08534,8,587398.02,73424.75,2025-10-15
CUST00074,8,587325.73,73415.72,2025-10-13
CUST10309,14,587110.32,41936.45,2025-11-14
CUST00076,8,587005.67,73375.71,2025-08-31
CUST01447,6,587003.95,97833.99,2025-11-29
CUST04945,10,586749.92,58674.99,2025-10-25
CUST08894,4,586389.9,146597.47,2025-02-07
CUST04683,23,586318.95,25492.13,2025-12-21
CUST00507,12,585858.12,48821.51,2025-10-12
CUST11736,7,585722.73,83674.68,2025-04-23
CUST02516,16,585471.92,36592.0,2025-12-14
CUST01364,4,585426.56,146356.64,2025-05-10
CUST14178,4,585236.43,146309.11,2025-12-28
CUST11072,16,585019.83,36563.74,2025-11-24
CUST10151,16,585010.82,36563.18,2025-08-01
CUST08612,14,584924.9,41780.35,2025-12-05
CUST11848,6,584714.31,97452.39,2025-12-05
CUST00367,14,584628.45,41759.17,2025-11-30
CUST13904,12,584461.99,48705.17,2025-12-29
CUST06055,8,583932.84,72991.61,2025-10-15
CUST00008,16,583808.99,36488.06,2025-07-08
CUST08954,8,583642.0,72955.25,2025-08-03
CUST01273,10,583596.67,58359.67,2025-12-13
CUST01357,11,583069.48,53006.32,2025-08-27
CUST13408,19,582882.99,30678.05,2025-11-27
CUST12942,6,582572.25,97095.38,2025-08-17
CUST09397,2,582460.14,291230.07,2025-10-02
CUST05359,10,582445.48,58244.55,2025-12-19
CUST02381,10,581882.52,58188.25,2025-11-21
CUST08722,10,580956.45,58095.65,2025-11-24
CUST01529,9,580943.81,64549.31,2025-12-21
CUST11120,4,580626.4,145156.6,2025-03-08
CUST10828,8,580051.61,72506.45,2025-11-21
CUST07879,7,579523.84,82789.12,2025-10-02
CUST12537,5,579473.48,115894.7,2025-09-19
CUST08842,13,579464.23,44574.17,2025-11-26
CUST01559,14,579249.23,41374.95,2025-12-10
CUST09984,16,579146.22,36196.64,2025-12-10
CUST05449,7,579011.14,82715.88,2025-12-04
CUST10390,15,579006.55,38600.44,2025-11-23
CUST14032,10,578519.86,57851.99,2025-11-29
CUST06518,5,578490.25,115698.05,2025-10-05
CUST11283,18,578246.02,32124.78,2025-12-13
CUST11325,20,578172.18,28908.61,2025-12-27
CUST06995,15,577870.46,38524.7,2025-12-15
CUST10817,14,577854.94,41275.35,2025-11-22
CUST10345,14,577719.84,41265.7,2025-12-17
CUST07436,11,577708.32,52518.94,2025-08-26
CUST05821,12,577684.41,48140.37,2025-11-29
CUST09589,6,577617.05,96269.51,2025-10-31
CUST04396,11,577391.57,52490.14,2025-10-19
CUST14323,4,577158.8,144289.7,2025-11-19
CUST07360,16,577050.37,36065.65,2025-10-28
CUST06397,8,576635.73,72079.47,2025-12-17
CUST05870,6,576494.83,96082.47,2025-07-17
CUST03460,5,576116.02,115223.2,2025-11-07
CUST03509,11,576093.95,52372.18,2025-12-24
CUST08367,8,575950.82,71993.85,2025-12-25
CUST06873,8,575824.16,71978.02,2025-12-02
CUST09110,10,575757.3,57575.73,2025-11-08
CUST03751,10,575458.18,57545.82,2025-10-30
CUST03222,3,575049.6,191683.2,2025-04-09
CUST10558,10,574852.04,57485.2,2025-04-11
CUST08063,16,574789.29,35924.33,2025-12-31
CUST06380,17,574673.16,33804.3,2025-12-02
CUST09538,10,574595.18,57459.52,2025-12-28
CUST04174,5,574312.22,114862.44,2025-07-08
CUST00509,24,574153.08,23923.05,2025-12-14
CUST05544,10,573856.6,57385.66,2025-12-20
CUST10464,14,573727.36,40980.53,2025-10-28
CUST02758,13,573667.34,44128.26,2025-12-28
CUST03323,3,573620.95,191206.98,2025-09-29
CUST01860,6,573468.48,95578.08,2025-03-05
CUST10859,9,573106.72,63678.52,2025-11-11
CUST00184,18,572920.75,31828.93,2025-12-04
CUST14693,10,572648.82,57264.88,2025-10-16
CUST01884,5,572576.93,114515.39,2025-07-19
CUST04617,10,571872.21,57187.22,2025-12-16
CUST12351,11,571588.17,51962.56,2025-11-13
CUST07718,17,571259.38,33603.49,2025-12-12
CUST00119,17,571238.54,33602.27,2025-12-17
CUST03824,3,571050.25,190350.08,2025-10-16
CUST13451,8,570981.04,71372.63,2025-10-07
CUST10226,7,570976.17,81568.02,2025-09-24
CUST05912,19,570675.17,30035.54,2025-12-18
CUST10651,22,570428.97,25928.59,2025-12-17
CUST00490,19,570336.61,30017.72,2025-12-14
CUST09157,15,570324.39,38021.63,2025-12-29
CUST13017,11,570080.55,51825.5,2025-08-08
CUST01480,5,569867.35,113973.47,2025-10-05
CUST13549,12,569700.25,47475.02,2025-09-06
CUST09466,21,569664.87,27126.9,2025-12-26
CUST06893,14,569464.94,40676.07,2025-12-06
CUST06015,3,569312.65,189770.88,2025-09-06
CUST02520,10,568964.51,56896.45,2025-12-24
CUST02395,17,568885.05,33463.83,2025-11-25
CUST14493,2,568807.67,284403.83,2025-03-29
CUST12699,15,568767.25,37917.82,2025-12-02
CUST03868,6,568740.01,94790.0,2025-10-29
CUST02475,3,568708.88,189569.63,2025-10-21
CUST03340,9,568319.44,63146.6,2025-09-13
CUST03691,10,568059.89,56805.99,2025-12-18
CUST09225,10,568005.42,56800.54,2025-12-26
CUST13076,7,568003.24,81143.32,2025-12-28
CUST12507,4,567615.83,141903.96,2025-08-20
CUST03276,9,567496.65,63055.18,2025-05-14
CUST01929,8,567131.59,70891.45,2025-12-02
CUST13264,8,566720.75,70840.09,2025-11-21
CUST09417,5,566252.48,113250.5,2025-12-02
CUST14450,17,566165.91,33303.88,2025-11-17
CUST06282,4,565983.23,141495.81,2024-08-05
CUST02200,5,565955.25,113191.05,2025-09-28
CUST04325,11,565926.68,51447.88,2025-10-15
CUST13648,5,565871.42,113174.28,2025-09-28
CUST06203,13,565821.79,43524.75,2025-12-11
CUST09079,8,565717.69,70714.71,2025-12-22
CUST09656,7,565500.67,80785.81,2025-09-15
CUST05667,8,564849.41,70606.18,2025-09-04
CUST05976,23,564637.74,24549.47,2025-11-26
CUST03621,6,564555.94,94092.66,2025-07-10
CUST03818,11,564534.43,51321.31,2025-08-19
CUST07957,10,564459.47,56445.95,2025-10-12
CUST10239,16,564286.33,35267.9,2025-12-30
CUST07174,8,564006.13,70500.77,2025-09-01
CUST02287,25,563323.53,22532.94,2025-12-20
CUST06831,12,563288.17,46940.68,2025-12-19
CUST08976,5,562402.71,112480.54,2025-09-04
CUST01762,10,562309.25,56230.93,2025-12-03
CUST14336,20,562123.99,28106.2,2025-10-14
CUST09504,12,562060.13,46838.34,2025-12-08
CUST11796,12,561803.81,46816.98,2025-12-22
CUST05304,12,561799.84,46816.65,2025-12-12
CUST09195,7,561656.31,80236.62,2025-07-13
CUST03239,5,561295.32,112259.06,2025-12-12
CUST13208,5,561179.11,112235.82,2025-12-16
CUST10836,24,561062.07,23377.59,2025-12-16
CUST09320,4,560987.06,140246.77,2025-11-17
CUST06976,7,560980.56,80140.08,2025-12-30
CUST12891,4,560707.19,140176.8,2025-11-01
CUST00268,6,560675.94,93445.99,2025-11-21
CUST08696,7,560381.91,80054.56,2024-10-25
CUST13383,8,560353.77,70044.22,2025-11-24
CUST11205,16,560160.37,35010.02,2025-09-01
CUST04629,5,559842.78,111968.56,2025-11-01
CUST08435,17,559503.44,32911.97,2025-12-17
CUST03806,30,559323.07,18644.1,2025-12-24
CUST14691,11,559163.3,50833.03,2025-09-12
CUST02796,7,559000.69,79857.24,2025-12-29
CUST14519,23,558731.91,24292.69,2025-10-10
CUST01513,14,558566.56,39897.61,2025-11-12
CUST03551,12,558466.38,46538.87,2025-06-14
CUST11371,21,558462.34,26593.44,2025-08-12
CUST09000,21,558409.81,26590.94,2025-12-06
CUST13218,7,558402.12,79771.73,2025-08-11
CUST03273,11,558222.77,50747.52,2025-12-31
CUST11735,6,558011.81,93001.97,2025-10-27
CUST01156,8,557832.12,69729.02,2025-11-22
CUST08509,13,557622.39,42894.03,2025-12-20
CUST11627,10,557620.22,55762.02,2025-12-12
CUST13023,29,557615.23,19228.11,2025-12-04
CUST01141,12,557577.28,46464.77,2025-10-07
CUST08322,6,557350.0,92891.67,2025-06-12
CUST12907,4,557280.96,139320.24,2025-10-29
CUST10695,17,557095.55,32770.33,2025-12-28
CUST10399,6,557039.32,92839.89,2025-05-18
CUST09765,12,557035.35,46419.61,2025-09-20
CUST08567,15,556823.7,37121.58,2025-10-22
CUST01509,4,556671.21,139167.8,2024-09-29
CUST06517,12,556588.32,46382.36,2025-11-10
CUST07526,5,556399.51,111279.9,2025-12-15
CUST11308,4,556206.72,139051.68,2024-12-31
CUST08346,7,556105.19,79443.6,2025-09-20
CUST12824,4,556047.14,139011.79,2025-07-08
CUST06012,9,556034.43,61781.6,2025-09-25
CUST10067,14,555848.55,39703.47,2025-10-03
CUST05733,6,555593.81,92598.97,2025-09-14
CUST09872,5,555560.63,111112.13,2025-12-21
CUST13351,13,555496.66,42730.51,2025-12-11
CUST11876,15,555406.5,37027.1,2025-12-28
CUST05730,21,555203.99,26438.29,2025-12-25
CUST04580,6,554786.32,92464.39,2025-09-24
CUST01196,11,554670.48,50424.59,2025-11-13
CUST05140,20,554313.06,27715.65,2025-11-09
CUST10011,12,554229.64,46185.8,2025-11-26
CUST02258,8,554207.49,69275.94,2025-11-10
CUST14502,9,554080.25,61564.47,2025-09-06
CUST05607,14,554035.63,39573.97,2025-10-25
CUST12300,3,554035.22,184678.41,2025-12-21
CUST07041,7,553966.11,79138.02,2025-09-11
CUST10101,32,553881.74,17308.8,2025-12-20
CUST12958,14,553797.79,39556.99,2025-10-25
CUST11752,11,553509.86,50319.08,2025-11-27
CUST01701,26,553413.2,21285.12,2025-12-22
CUST03153,8,553332.0,69166.5,2025-06-30
CUST06528,8,553331.18,69166.4,2025-07-29
CUST12678,7,553271.55,79038.79,2025-07-24
CUST11314,15,553181.12,36878.74,2025-10-02
CUST10321,6,552934.82,92155.8,2025-10-23
CUST05922,21,552905.79,26328.85,2025-11-20
CUST04120,7,552842.97,78977.57,2025-06-25
CUST03260,22,552766.9,25125.77,2025-12-28
CUST05197,14,552526.85,39466.2,2025-10-12
CUST09061,18,552207.04,30678.17,2025-12-30
CUST06160,11,552186.84,50198.8,2025-09-12
CUST10379,10,552097.06,55209.71,2025-12-17
CUST03331,5,552086.47,110417.29,2025-12-19
CUST06608,6,551589.42,91931.57,2025-05-22
CUST05521,11,551564.76,50142.25,2025-12-07
CUST00878,9,551377.58,61264.18,2025-09-13
CUST00572,8,551374.64,68921.83,2025-12-10
CUST04561,7,550923.62,78703.37,2025-11-15
CUST05558,7,550738.65,78676.95,2025-09-09
CUST00616,11,550717.62,50065.24,2025-11-20
CUST04989,5,550636.44,110127.29,2025-12-13
CUST04622,12,549945.56,45828.8,2025-09-13
CUST03113,5,549768.27,109953.65,2025-02-28
CUST06695,5,549619.11,109923.82,2025-12-11
CUST06310,14,549490.8,39249.34,2025-12-02
CUST08660,7,549349.46,78478.49,2025-10-11
CUST01903,9,549269.92,61029.99,2025-10-11
CUST10789,7,548703.16,78386.17,2025-07-11
CUST07023,19,548678.31,28877.81,2025-12-24
CUST13341,14,548557.68,39182.69,2025-12-05
CUST02261,9,548549.65,60949.96,2025-12-12
CUST03376,10,548382.64,54838.26,2025-11-29
CUST07539,4,548015.02,137003.76,2025-08-12
CUST13191,14,547981.49,39141.53,2025-11-06
CUST14922,16,547928.95,34245.56,2025-10-31
CUST03706,9,547635.25,60848.36,2025-12-19
CUST07260,7,547193.18,78170.45,2025-01-18
CUST09607,18,547071.93,30392.89,2025-11-24
CUST14447,12,546490.19,45540.85,2025-12-21
CUST13150,9,546267.41,60696.38,2025-11-14
CUST08087,16,546178.28,34136.14,2025-10-27
CUST12727,14,546005.1,39000.36,2025-12-20
CUST09806,9,545504.54,60611.62,2025-09-05
CUST10686,2,545347.04,272673.52,2025-09-04
CUST12062,8,545224.76,68153.1,2025-10-27
CUST14204,14,544859.04,38918.5,2025-12-29
CUST09797,18,544631.33,30257.3,2025-12-10
CUST01429,12,544575.08,45381.26,2025-12-19
CUST04052,10,544395.99,54439.6,2025-12-30
CUST06918,16,544367.9,34022.99,2025-12-21
CUST03207,16,543789.41,33986.84,2025-11-15
CUST13159,17,543599.96,31976.47,2025-10-02
CUST13967,24,543348.85,22639.54,2025-08-20
CUST14491,13,543238.59,41787.58,2025-09-04
CUST07764,10,542859.57,54285.96,2025-10-25
CUST06379,26,542723.22,20873.97,2025-12-31
CUST13460,7,542093.75,77441.96,2025-05-07
CUST07914,2,542059.49,271029.75,2024-10-18
CUST12610,15,541706.09,36113.74,2025-12-13
CUST00468,14,541648.08,38689.15,2025-12-11
CUST01430,13,541509.52,41654.58,2025-05-03
CUST10297,14,541449.08,38674.93,2025-10-16
CUST11596,4,541330.94,135332.74,2025-09-17
CUST13426,16,541196.23,33824.76,2025-11-30
CUST04309,8,541179.1,67647.39,2025-09-11
CUST02008,10,541034.48,54103.45,2025-12-16
CUST04633,11,541021.63,49183.78,2025-12-20
CUST12204,10,541015.38,54101.54,2025-12-14
CUST11018,16,540867.49,33804.22,2025-11-07
CUST10555,10,540832.79,54083.28,2025-12-09
CUST08329,12,540749.35,45062.45,2025-06-04
CUST10264,16,540593.09,33787.07,2025-11-05
CUST00458,3,540547.83,180182.61,2025-07-19
CUST00698,5,540115.78,108023.16,2025-10-04
CUST01972,15,539870.39,35991.36,2025-10-13
CUST04911,16,539848.58,33740.54,2025-11-23
CUST08805,8,539286.3,67410.79,2025-08-11
CUST02827,10,538855.11,53885.51,2025-10-18
CUST10037,10,538316.02,53831.6,2025-10-20
CUST05474,9,538195.82,59799.54,2025-05-08
CUST03032,9,537969.07,59774.34,2025-07-29
CUST06955,7,537602.15,76800.31,2025-12-29
CUST14808,4,537546.62,134386.66,2025-12-07
CUST12952,16,537332.89,33583.31,2025-12-18
CUST02190,9,537292.06,59699.12,2025-09-13
CUST13188,16,537144.22,33571.51,2025-12-11
CUST13104,8,537088.92,67136.11,2025-11-30
CUST13697,20,537084.06,26854.2,2025-11-21
CUST02939,27,536958.45,19887.35,2025-12-28
CUST13665,7,536838.98,76691.28,2025-09-15
CUST07007,4,536426.85,134106.71,2025-10-08
CUST05286,6,536413.52,89402.25,2025-09-08
CUST11459,14,536243.95,38303.14,2025-12-10
CUST04858,18,536121.26,29784.51,2025-09-16
CUST09514,5,535965.49,107193.1,2025-03-16
CUST03849,10,535929.38,53592.94,2025-11-22
CUST04597,9,535780.64,59531.18,2025-12-12
CUST04154,5,535468.05,107093.61,2025-09-18
CUST10596,8,535188.95,66898.62,2025-09-08
CUST08172,9,535121.66,59457.96,2025-10-23
CUST01108,5,534779.49,106955.9,2025-12-13
CUST12478,6,534776.13,89129.36,2025-05-21
CUST03619,10,534760.73,53476.07,2025-12-05
CUST01624,29,534741.02,18439.35,2025-09-24
CUST12490,10,534519.04,53451.9,2025-12-22
CUST07970,9,534371.33,59374.59,2025-12-30
CUST04123,4,534308.79,133577.2,2025-07-05
CUST02321,17,534128.02,31419.3,2025-12-19
CUST09586,11,534106.55,48555.14,2025-11-22
CUST14077,4,534014.67,133503.67,2025-10-13
CUST07290,5,533999.7,106799.94,2025-09-25
CUST00921,12,533691.57,44474.3,2025-11-16
CUST08956,1,533580.4,533580.4,2024-08-09
CUST14585,9,533511.82,59279.09,2025-11-21
CUST09485,19,533152.08,28060.64,2025-12-11
CUST08900,23,532659.0,23159.09,2025-12-04
CUST14439,5,532489.14,106497.83,2025-05-23
CUST11954,6,532441.4,88740.23,2025-08-26
CUST11023,13,532145.07,40934.24,2025-12-10
CUST06301,9,532126.54,59125.17,2025-07-17
CUST12033,5,531902.65,106380.53,2025-06-20
CUST06834,12,531895.21,44324.6,2025-12-28
CUST06249,9,531892.69,59099.19,2025-09-27
CUST02146,7,531845.38,75977.91,2025-12-19
CUST14370,6,531816.2,88636.03,2025-06-06
CUST11377,11,531783.63,48343.97,2025-10-04
CUST05879,6,531689.11,88614.85,2025-01-17
CUST07618,8,531674.6,66459.33,2025-12-22
CUST10344,9,531425.86,59047.32,2025-06-16
CUST04577,5,531257.14,106251.43,2025-10-10
CUST04186,6,531217.49,88536.25,2025-09-06
CUST01568,1,531206.19,531206.19,2024-11-28
CUST12481,11,531164.1,48287.65,2025-11-29
CUST14475,1,530824.2,530824.2,2024-08-26
CUST02769,3,530441.79,176813.93,2025-02-23
CUST07840,9,530054.94,58894.99,2025-11-23
CUST14666,8,529922.68,66240.33,2025-05-29
CUST01197,30,529842.36,17661.41,2025-11-24
CUST02562,5,529832.35,105966.47,2025-11-14
CUST11563,13,529808.14,40754.47,2025-10-17
CUST00364,4,529533.84,132383.46,2025-09-21
CUST13574,8,529506.38,66188.3,2025-11-11
CUST04013,8,529253.4,66156.68,2025-12-26
CUST10810,3,529007.55,176335.85,2025-05-24
CUST06538,16,528965.32,33060.33,2025-11-17
CUST12916,4,528888.08,132222.02,2025-09-25
CUST00138,10,528715.46,52871.55,2025-10-26
CUST13080,13,528591.86,40660.91,2025-12-28
CUST06929,8,528395.99,66049.5,2025-07-30
CUST11142,22,528072.44,24003.29,2025-12-12
CUST01146,13,527963.1,40612.55,2025-12-22
CUST12378,5,527791.38,105558.28,2025-05-01
CUST00183,15,527772.59,35184.84,2025-12-15
CUST11149,10,527573.67,52757.37,2025-11-14
CUST11347,15,527437.39,35162.49,2025-10-19
CUST09997,11,526909.96,47900.91,2025-08-15
CUST12392,16,526624.72,32914.05,2025-12-27
CUST14014,12,526498.78,43874.9,2025-12-29
CUST12099,11,526496.32,47863.3,2025-12-25
CUST04088,4,526495.0,131623.75,2025-06-22
CUST02699,12,526251.07,43854.26,2025-10-24
CUST10492,3,526219.14,175406.38,2025-06-17
CUST13095,17,526129.87,30948.82,2025-12-14
CUST04208,7,526091.72,75155.96,2025-12-16
CUST03562,4,525952.66,131488.17,2025-11-12
CUST01267,8,525790.05,65723.76,2025-11-15
CUST14801,23,525728.12,22857.74,2025-12-27
CUST01782,9,525716.64,58412.96,2025-08-13
CUST13977,6,525691.54,87615.26,2025-02-22
CUST06133,7,525522.83,75074.69,2025-04-07
CUST04812,13,525512.86,40424.07,2025-11-04
CUST09299,17,525204.07,30894.36,2025-12-20
CUST00170,5,525081.03,105016.21,2025-10-05
CUST05351,8,524994.04,65624.26,2025-11-02
CUST11970,8,524993.43,65624.18,2025-12-09
CUST14168,12,524543.32,43711.94,2025-12-26
CUST08399,12,524541.74,43711.81,2025-10-14
